severity,source,record_code,issue_type,details
Error,Formulations,710C3301UVHS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C3301UVHS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C1291F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081IM,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3002EDSF,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,910C0031,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,910C0031,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,910C0031,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,910C0031,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C1022,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0061,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0061,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0061,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0061,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0061,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,510C2232,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,510C2232,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,510C2232,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,510C2232,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0002,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0002,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0002,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0002,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0001F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C4031HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C5001HS,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,NSL223789,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C0083,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0092,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0092,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0092,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0092,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0092,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,740C3031F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C0003,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,501C0001,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,501C0001,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,501C0001,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,501C0001,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,501C0001,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,750C2081F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C0081FB,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C3001A,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C2001F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C1032,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C1032,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C1032,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,720C1032,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,730C3041F,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C6031UV,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C6031UV,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C6031UV,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C6031UV,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,760C6031UV,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C5031F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C5031F1,Missing FG Reference,FG code missing in FG inventory
Error,Formulations,710C5031F1,Missing FG Reference,FG code missing in FG inventory
